DRG_DESC,STATE_DESC,DISCHARGES,AVERAGE_COVERED_CHARGES,AVERAGE_MEDICARE_PAYMENTS,AVERAGE_MEDICARE_REIMBURSEMENT
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,GA,43,27625.37209,6128.534884,4140.116279
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,MO,43,23225.72093,5316.046512,4197.534884
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,NJ,44,44292.36364,6496.318182,5227.613636
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,MI,48,17505.02083,6318.875,4621.333333
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,IL,52,30647.94231,6499.019231,4663.096154
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,NC,54,19948.59259,6228.537037,4410.666667
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,OH,58,22559.87931,5771.568966,4301.241379
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,PA,75,29933.65333,6638.946667,4370.96
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,NY,88,31317.39773,7615.352273,5571.465909
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,FL,128,49970.49219,5717.5625,4405.132813
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,TX,130,34043.40769,6092.776923,4859.438462
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,CA,174,46928.22414,8162.931035,6241.390805
383 - UNCOMPLICATED PEPTIC ULCER W MCC,KY,11,39064.18182,9014,8022.636364
383 - UNCOMPLICATED PEPTIC ULCER W MCC,LA,11,37105.54546,10072.45455,8597.727273
383 - UNCOMPLICATED PEPTIC ULCER W MCC,MS,11,48003.27273,8834.454546,7861.545455
383 - UNCOMPLICATED PEPTIC ULCER W MCC,CT,13,44809.53846,11996.07692,10552.69231
383 - UNCOMPLICATED PEPTIC ULCER W MCC,KS,14,38966.85714,9088.571429,6745.071429
383 - UNCOMPLICATED PEPTIC ULCER W MCC,NV,14,75649.35714,10265.14286,9499.857143
383 - UNCOMPLICATED PEPTIC ULCER W MCC,MA,15,31223.2,12127.2,11053.26667
383 - UNCOMPLICATED PEPTIC ULCER W MCC,OR,15,34025.46667,10502.46667,9363.4
383 - UNCOMPLICATED PEPTIC ULCER W MCC,AZ,16,69084.125,9812.6875,7872.125
383 - UNCOMPLICATED PEPTIC ULCER W MCC,CO,17,71551.70588,10068.41177,9087.176471
383 - UNCOMPLICATED PEPTIC ULCER W MCC,OK,18,34177.55556,9201.166667,7962.777778
383 - UNCOMPLICATED PEPTIC ULCER W MCC,WI,21,33822.52381,10522.42857,8307.095238
383 - UNCOMPLICATED PEPTIC ULCER W MCC,AL,24,67755.375,8072.166667,7146.416667
383 - UNCOMPLICATED PEPTIC ULCER W MCC,MN,25,31989.56,11077.28,9288.12
383 - UNCOMPLICATED PEPTIC ULCER W MCC,WA,26,41905.76923,10454.30769,9283.384615
383 - UNCOMPLICATED PEPTIC ULCER W MCC,SC,27,39800.66667,9392,7741.111111
383 - UNCOMPLICATED PEPTIC ULCER W MCC,TN,28,47994.17857,8774.357143,7277.892857
383 - UNCOMPLICATED PEPTIC ULCER W MCC,MO,31,34655.80645,8614.193548,7711.096774
383 - UNCOMPLICATED PEPTIC ULCER W MCC,NC,32,30631.84375,9528.8125,8211.5
383 - UNCOMPLICATED PEPTIC ULCER W MCC,NJ,33,72177.21212,11512.75758,9811.424242
383 - UNCOMPLICATED PEPTIC ULCER W MCC,VA,35,40658.74286,9395.457143,7629.285714
383 - UNCOMPLICATED PEPTIC ULCER W MCC,IN,39,46742.61539,9583.333333,8486.102564
383 - UNCOMPLICATED PEPTIC ULCER W MCC,MD,42,17465.21429,16107.97619,15153.69048
383 - UNCOMPLICATED PEPTIC ULCER W MCC,GA,45,39908.17778,9424.688889,7871.288889
383 - UNCOMPLICATED PEPTIC ULCER W MCC,PA,48,48282.77083,9542.166667,8036.979167
383 - UNCOMPLICATED PEPTIC ULCER W MCC,MI,49,36518.95918,10333.16327,7867.469388
383 - UNCOMPLICATED PEPTIC ULCER W MCC,OH,49,30439.06122,9130.734694,7948.428571
383 - UNCOMPLICATED PEPTIC ULCER W MCC,NY,59,54920.61017,14653.64407,12309.74576
383 - UNCOMPLICATED PEPTIC ULCER W MCC,IL,63,50224.55556,9744.857143,8236.825397
383 - UNCOMPLICATED PEPTIC ULCER W MCC,TX,93,55343.89247,10398.2043,9108.817204
383 - UNCOMPLICATED PEPTIC ULCER W MCC,FL,113,70545.62832,10122.81416,8885.743363
383 - UNCOMPLICATED PEPTIC ULCER W MCC,CA,124,57099.34677,12336.58065,10864.80645
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,UT,12,22517.83333,6213.333333,4952.416667
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,DC,13,30936.46154,7419,5926.230769
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,ME,14,23698.78571,6368.428571,5174.642857
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,MT,18,14297.61111,6224.055556,4548.833333
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,NH,18,23579.44444,6467.944444,5343.111111
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,NM,19,39885,7257.526316,5893.421053
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,ID,20,27298.4,6337.2,5313.1
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,OR,26,24151.80769,7837.461539,5526
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,NE,32,26043.9375,5859.03125,4728.5625
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,CT,34,27724.26471,7794.382353,6480.117647
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,IA,34,20656.88235,5721.323529,4601.588235
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,DE,35,19988.45714,7645.571429,5121.628571
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,KS,43,27408.69767,5710.139535,4531.581395
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,WV,44,25097.52273,6345.613636,4595.590909
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,NV,53,73099.88679,7697.773585,5809.603774
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,WI,56,25106.30357,6454.732143,4735.071429
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,CO,57,41272.50877,6345.807018,4803.22807
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,WA,58,28234.01724,7154.396552,5421.724138
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,LA,59,26695.47458,6343.542373,4994.830509
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,OK,60,29028.91667,6178.016667,4756.266667
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,AR,63,21739.36508,5487.634921,4134.84127
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,MS,70,26730.34286,5747.157143,4329.057143
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,SC,72,29765.83333,6242.805556,4653.930556
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,AZ,75,34652.45333,6413.32,5175.32
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,KY,79,24452.65823,5898.696203,4363.822785
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,MN,89,22474.98876,7234.022472,5843.41573
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,IN,90,29303.78889,6126.9,4949.577778
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,TN,97,30238.59794,5777.556701,4345
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,MA,102,18200.81373,7542.833333,6225.303922
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,VA,108,27512.0463,6190.787037,4518.194444
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,MO,117,25199.92308,5855.854701,4551.222222
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,AL,123,30071.7561,5357.479675,4140.081301
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,NC,125,24837.912,6883.456,4808.52
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,GA,127,30341.14961,6261.19685,4919.086614
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,MD,131,9893.343512,9207.137405,7772.778626
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,NJ,133,55415.06015,7520.323308,5943.165414
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,MI,156,21540.45513,6795.557692,5268.288462
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,PA,175,37316.80571,7127.411429,4995.497143
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,OH,189,24525.74074,6181.190476,4797.746032
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,IL,196,30410.89796,6978.311225,5081.928571
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,NY,233,36707.07296,9220.025751,7016.987125
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,TX,280,41233.25714,6608.257143,5134.082143
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,CA,354,53146.93785,8759.418079,7233.920904
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,FL,478,50194.66109,5969.686193,4655.702929
385 - INFLAMMATORY BOWEL DISEASE W MCC,NM,11,40397.81818,11725.36364,10794.54546
385 - INFLAMMATORY BOWEL DISEASE W MCC,RI,11,40798.36364,12992.45455,11673.63636
385 - INFLAMMATORY BOWEL DISEASE W MCC,ME,12,59311.66667,14498.25,13099.16667
385 - INFLAMMATORY BOWEL DISEASE W MCC,UT,13,30675,13746.53846,8851.153846
385 - INFLAMMATORY BOWEL DISEASE W MCC,NE,15,43892.6,13362.13333,9843.733333
385 - INFLAMMATORY BOWEL DISEASE W MCC,NH,15,61053.13333,16636.33333,14852.06667
385 - INFLAMMATORY BOWEL DISEASE W MCC,MS,20,71228.2,11410.95,10073
385 - INFLAMMATORY BOWEL DISEASE W MCC,WV,24,21310,11152.83333,8710.75
385 - INFLAMMATORY BOWEL DISEASE W MCC,AR,25,35106.28,9848.96,8597.72
385 - INFLAMMATORY BOWEL DISEASE W MCC,KS,27,46702.85185,10895.44444,9128.814815
385 - INFLAMMATORY BOWEL DISEASE W MCC,IA,29,29894.10345,11514.7931,9297.724138
385 - INFLAMMATORY BOWEL DISEASE W MCC,OR,31,37701.25807,14284.22581,11481.67742
385 - INFLAMMATORY BOWEL DISEASE W MCC,WI,32,43732.25,13840.03125,11334.78125
385 - INFLAMMATORY BOWEL DISEASE W MCC,NV,34,58201.64706,12201.76471,10876.91177
385 - INFLAMMATORY BOWEL DISEASE W MCC,CO,35,64136.91429,11439.11429,10106.34286
385 - INFLAMMATORY BOWEL DISEASE W MCC,SC,36,53269.27778,10922.13889,9269.527778
385 - INFLAMMATORY BOWEL DISEASE W MCC,LA,42,66794.80952,13471.33333,11596.59524
385 - INFLAMMATORY BOWEL DISEASE W MCC,AL,43,53103.7907,9853.093023,8231.604651
385 - INFLAMMATORY BOWEL DISEASE W MCC,CT,44,51274.97727,15332.70455,13900.95455
385 - INFLAMMATORY BOWEL DISEASE W MCC,OK,48,56097,12054.20833,10140.52083
385 - INFLAMMATORY BOWEL DISEASE W MCC,AZ,49,68379.04082,13276.28571,11497.04082
385 - INFLAMMATORY BOWEL DISEASE W MCC,KY,54,47311.01852,11574.66667,8951.555556
385 - INFLAMMATORY BOWEL DISEASE W MCC,MN,54,32643.38889,13122.92593,11401.66667
385 - INFLAMMATORY BOWEL DISEASE W MCC,WA,59,50304.9661,14057.05085,10301.1017
385 - INFLAMMATORY BOWEL DISEASE W MCC,TN,62,48313.17742,12340.72581,9488.758065
385 - INFLAMMATORY BOWEL DISEASE W MCC,VA,65,43947.64615,14115.30769,10102.16923
385 - INFLAMMATORY BOWEL DISEASE W MCC,MD,67,18524.34328,17138.91045,14375.65672
385 - INFLAMMATORY BOWEL DISEASE W MCC,MO,68,38357.32353,10674.60294,9728.661765
385 - INFLAMMATORY BOWEL DISEASE W MCC,GA,72,51303.69444,11570.54167,9563.805556
385 - INFLAMMATORY BOWEL DISEASE W MCC,IN,75,39825.10667,12002.64,10293.89333
385 - INFLAMMATORY BOWEL DISEASE W MCC,NJ,79,90347.79747,14028.32911,12052.75949
385 - INFLAMMATORY BOWEL DISEASE W MCC,IL,95,57858.43158,13995.88421,10320.73684
385 - INFLAMMATORY BOWEL DISEASE W MCC,MA,100,30403.57,15087.79,13009.02
385 - INFLAMMATORY BOWEL DISEASE W MCC,NC,101,36074.20792,12958.63366,10066.29703
385 - INFLAMMATORY BOWEL DISEASE W MCC,MI,126,33388.97619,12786.63492,10752.77778
385 - INFLAMMATORY BOWEL DISEASE W MCC,OH,132,40687.95455,12423.15909,10305.53788
385 - INFLAMMATORY BOWEL DISEASE W MCC,PA,157,62759.68153,13336.02548,10327.97452
385 - INFLAMMATORY BOWEL DISEASE W MCC,TX,160,65933.975,12685.74375,10250.94375
385 - INFLAMMATORY BOWEL DISEASE W MCC,NY,186,69103.19355,16970.26882,14353.30645
385 - INFLAMMATORY BOWEL DISEASE W MCC,FL,216,66258.18056,11624.44444,9805.425926
385 - INFLAMMATORY BOWEL DISEASE W MCC,CA,220,99753.82727,18833.66364,15488.53636
386 - INFLAMMATORY BOWEL DISEASE W CC,WY,17,23638.82353,8615.882353,7433.352941
386 - INFLAMMATORY BOWEL DISEASE W CC,DC,20,36082.9,9440.4,7217.05
386 - INFLAMMATORY BOWEL DISEASE W CC,VT,23,21970.47826,6705.521739,5201.130435
386 - INFLAMMATORY BOWEL DISEASE W CC,MT,26,16461.42308,7520.5,4850.076923
386 - INFLAMMATORY BOWEL DISEASE W CC,SD,27,30692,7210,5929.444444
386 - INFLAMMATORY BOWEL DISEASE W CC,ND,28,16689.14286,7091.035714,5412.357143
386 - INFLAMMATORY BOWEL DISEASE W CC,ID,30,21372.73333,7977.933333,4785.966667
386 - INFLAMMATORY BOWEL DISEASE W CC,NM,32,31988.75,8428.9375,6232.34375
386 - INFLAMMATORY BOWEL DISEASE W CC,UT,36,22522.25,7384.083333,5444.694444
386 - INFLAMMATORY BOWEL DISEASE W CC,DE,42,21896.61905,8011.357143,6145
386 - INFLAMMATORY BOWEL DISEASE W CC,NE,50,27583.68,7943.4,5971.22
386 - INFLAMMATORY BOWEL DISEASE W CC,ME,55,18606.92727,7263.327273,5728.090909
386 - INFLAMMATORY BOWEL DISEASE W CC,RI,58,23679.18966,8430.413793,7317.724138
386 - INFLAMMATORY BOWEL DISEASE W CC,NH,61,22816.54098,7778.754098,6436.721312
386 - INFLAMMATORY BOWEL DISEASE W CC,OR,70,23504.48571,8988.3,6691.385714
386 - INFLAMMATORY BOWEL DISEASE W CC,IA,72,23391.04167,6928.680556,5048.097222
386 - INFLAMMATORY BOWEL DISEASE W CC,CO,73,43695.69863,7263.20548,5792.479452
386 - INFLAMMATORY BOWEL DISEASE W CC,WV,79,19588.91139,6993.936709,4719.620253
386 - INFLAMMATORY BOWEL DISEASE W CC,NV,89,57649,8558.157303,6535.078652
386 - INFLAMMATORY BOWEL DISEASE W CC,MS,90,29788.57778,6121.144444,4761.055556
386 - INFLAMMATORY BOWEL DISEASE W CC,KS,96,28846.80208,6947.260417,4769.927083
386 - INFLAMMATORY BOWEL DISEASE W CC,AR,106,22146.58491,6244.632076,4517.424528
386 - INFLAMMATORY BOWEL DISEASE W CC,OK,113,30446.18584,7060.690266,5384.690266
386 - INFLAMMATORY BOWEL DISEASE W CC,SC,123,33343.23577,6995.065041,5541.886179
386 - INFLAMMATORY BOWEL DISEASE W CC,LA,126,25896.10318,7099.809524,5704.063492
386 - INFLAMMATORY BOWEL DISEASE W CC,WI,133,24915.78947,9108.962406,5470.804511
386 - INFLAMMATORY BOWEL DISEASE W CC,CT,137,31185.70073,9076.182482,7042.116788
386 - INFLAMMATORY BOWEL DISEASE W CC,AZ,158,40834.89241,8214.094937,5636.253165
386 - INFLAMMATORY BOWEL DISEASE W CC,WA,162,30848.15432,8473.962963,5835.364198
386 - INFLAMMATORY BOWEL DISEASE W CC,AL,164,32412.34146,6159.603659,4475.993902
386 - INFLAMMATORY BOWEL DISEASE W CC,MN,168,22479.39286,7930.767857,6054.101191
386 - INFLAMMATORY BOWEL DISEASE W CC,KY,182,24700.14286,6725.78022,5095.120879
386 - INFLAMMATORY BOWEL DISEASE W CC,MO,208,27700.48077,7042.716346,5509.682692
386 - INFLAMMATORY BOWEL DISEASE W CC,MD,217,12450.13825,11611.74654,9910.737327
386 - INFLAMMATORY BOWEL DISEASE W CC,TN,227,24899.51101,6685.462555,4895.889868
386 - INFLAMMATORY BOWEL DISEASE W CC,GA,236,32006.31356,7646.088983,5256.588983
386 - INFLAMMATORY BOWEL DISEASE W CC,IN,265,25896.78113,7218.079245,5118.822642
386 - INFLAMMATORY BOWEL DISEASE W CC,VA,271,27748.31365,7322.870849,5114.915129
386 - INFLAMMATORY BOWEL DISEASE W CC,NC,305,23923.12787,7631.35082,5408.02623
386 - INFLAMMATORY BOWEL DISEASE W CC,NJ,321,59266.37695,8303.697819,6472.626168
386 - INFLAMMATORY BOWEL DISEASE W CC,IL,340,30675.38235,7903.65,5728.197059
386 - INFLAMMATORY BOWEL DISEASE W CC,MA,372,18818.48118,8785.182796,7062.25
386 - INFLAMMATORY BOWEL DISEASE W CC,MI,378,22522.62434,7732.907407,6004.39418
386 - INFLAMMATORY BOWEL DISEASE W CC,OH,385,26762.68052,7471.181818,5548.054546
386 - INFLAMMATORY BOWEL DISEASE W CC,TX,473,40331.43975,7199.424947,5186.503171
386 - INFLAMMATORY BOWEL DISEASE W CC,NY,509,37975.21415,9327.62279,7348.098232
386 - INFLAMMATORY BOWEL DISEASE W CC,PA,521,40105.75816,8112.190019,5642.142035
386 - INFLAMMATORY BOWEL DISEASE W CC,CA,576,62877.19097,10004.2934,7900.743056
386 - INFLAMMATORY BOWEL DISEASE W CC,FL,824,44802.62136,6947.088592,5254.26699
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,RI,12,25623.25,6641,5398.333333
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,NH,13,18538.15385,5912.307692,4947
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,KS,14,35146.71429,5535.571429,3809.857143
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,ME,15,15387.13333,5244.133333,4046.333333
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,DE,18,21624.38889,5981.722222,4424.666667
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,OR,19,19000.1579,6309.31579,5260.894737
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,NV,22,54525.27273,6140.727273,5066.181818
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,WV,23,14848.43478,5723.956522,3582.521739
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,MN,24,19600.58333,7020.25,4589.5
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,OK,24,22829.625,5697.416667,4604.25
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,CO,25,37366.72,5051.08,3639.84
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,WA,25,29072.64,5887.32,4685.76
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,IA,26,19092.53846,5725.5,3723.192308
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,MS,26,27371.11539,5014.923077,3281.461539
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,WI,31,19676.67742,5823.903226,3902.580645
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,SC,32,28299.03125,5840.90625,3597.28125
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,AR,34,16563.23529,4802.117647,3278.058824
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,AZ,39,29263.4359,5821.871795,4141.666667
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,CT,39,21796.17949,6978.307692,4793.435897
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,MO,47,20471.55319,4941.680851,3789.93617
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,LA,49,20952.30612,5202.122449,3983.77551
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,AL,51,21915.43137,4899.72549,3226.313726
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,MD,58,9264.189655,8576.206897,6639.241379
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,TN,60,21872.65,5087,3392.3
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,IN,61,21392.93443,5494.934426,3850.852459
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,KY,68,20554.5,5633.661765,3703.882353
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,IL,72,24777.86111,6896.930556,4235.263889
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,GA,75,26078.32,6232.506667,4313.386667
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,NC,78,19504.12821,5668.384615,3919.602564
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,VA,79,23142.07595,5936.101266,3688.772152
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,OH,95,17724.03158,5591.936842,3939.136842
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,NJ,99,49120.13131,6503.737374,4736.646465
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,MI,100,16571.14,5943.05,4382.64
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,MA,107,15270.20561,6830.252336,5550.205608
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,CA,140,52208.72857,8082.414286,5674.778571
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,PA,148,30251.2027,6886.635135,3733.891892
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,TX,157,30740.82803,5703.808917,4134.605096
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,NY,171,33028.22807,7668.22807,5393.017544
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,FL,237,35543.81435,5377.417722,3941.168776
388 - G.I. OBSTRUCTION W MCC,VT,20,28034.2,9955.2,8501.8
388 - G.I. OBSTRUCTION W MCC,AK,27,69837.40741,19037.62963,18005.92593
388 - G.I. OBSTRUCTION W MCC,WY,34,34072.97059,14152.38235,12609.47059
388 - G.I. OBSTRUCTION W MCC,HI,49,35127.59184,15778.55102,13742.40816
388 - G.I. OBSTRUCTION W MCC,RI,51,40004.37255,12467.4902,11038.52941
388 - G.I. OBSTRUCTION W MCC,DC,59,71858.1017,17220.9322,12607.0339
388 - G.I. OBSTRUCTION W MCC,MT,65,23424.70769,10752.23077,8331.953846
388 - G.I. OBSTRUCTION W MCC,ID,68,40282.75,10997.29412,9877.352941
388 - G.I. OBSTRUCTION W MCC,SD,68,37299.47059,10845.19118,9944.147059
388 - G.I. OBSTRUCTION W MCC,ME,75,29841.44,11084.53333,9890.2
388 - G.I. OBSTRUCTION W MCC,ND,76,24500.5,10306.5,8984.56579
388 - G.I. OBSTRUCTION W MCC,DE,77,32949.02597,12133.58442,10787.74026
388 - G.I. OBSTRUCTION W MCC,UT,83,35724.38554,12598.86747,9244.819277
388 - G.I. OBSTRUCTION W MCC,NH,97,40108.5567,11958.96907,10544.1134
388 - G.I. OBSTRUCTION W MCC,NM,108,45719.62037,12742.55556,9742.62037
388 - G.I. OBSTRUCTION W MCC,WV,146,32480.5,10511.06849,8665.486301
388 - G.I. OBSTRUCTION W MCC,NE,152,38222.05263,10707.4079,9118.763158
388 - G.I. OBSTRUCTION W MCC,OR,160,34122.9625,12343.1125,10856.39375
388 - G.I. OBSTRUCTION W MCC,NV,171,91536.97661,11820.18714,10436.07602
388 - G.I. OBSTRUCTION W MCC,CO,220,59302.79546,11569.27273,9803.972727
388 - G.I. OBSTRUCTION W MCC,KS,220,47101.52727,10070.71364,8632.404546
388 - G.I. OBSTRUCTION W MCC,IA,224,32543.03571,10148.54018,8841.441964
388 - G.I. OBSTRUCTION W MCC,CT,230,47419.06087,14983.47826,12015.16087
388 - G.I. OBSTRUCTION W MCC,MS,257,44213.92607,9591.758755,8473.879377
388 - G.I. OBSTRUCTION W MCC,OK,270,45954.35556,10568,9021.588889
388 - G.I. OBSTRUCTION W MCC,AR,285,33772.18597,9031.196491,7828.091228
388 - G.I. OBSTRUCTION W MCC,SC,290,52091.26897,10523.97586,8930.196552
388 - G.I. OBSTRUCTION W MCC,KY,291,37644.38488,10067.23024,8700.76976
388 - G.I. OBSTRUCTION W MCC,AZ,309,51535.33333,11524.51456,9751.860841
388 - G.I. OBSTRUCTION W MCC,LA,310,38385.82258,9909.412903,8312.864516
388 - G.I. OBSTRUCTION W MCC,AL,314,53771.54459,9456.130573,8048.449045
388 - G.I. OBSTRUCTION W MCC,WI,331,39450.62236,11686.39879,9811.202417
388 - G.I. OBSTRUCTION W MCC,WA,350,44305.49143,12218.31143,9999.911429
388 - G.I. OBSTRUCTION W MCC,MN,356,34982.04775,12598.08146,10871.02809
388 - G.I. OBSTRUCTION W MCC,MD,378,16432.05291,15168.24603,14177.02381
388 - G.I. OBSTRUCTION W MCC,VA,475,42884.52632,10987.06947,8816.867368
388 - G.I. OBSTRUCTION W MCC,MO,482,43214.8527,10223.14938,9012.085062
388 - G.I. OBSTRUCTION W MCC,MA,490,27728.33469,13122.12653,11516.46939
388 - G.I. OBSTRUCTION W MCC,IN,499,38741.70341,10377.88176,9120.567134
388 - G.I. OBSTRUCTION W MCC,TN,508,42127.98622,9678.423228,8152.023622
388 - G.I. OBSTRUCTION W MCC,GA,529,45450.72023,10696.22117,9213.293006
388 - G.I. OBSTRUCTION W MCC,NJ,602,83201.45847,12973.59136,11023.83555
388 - G.I. OBSTRUCTION W MCC,NC,644,35676.81522,11263.37578,9141.585404
388 - G.I. OBSTRUCTION W MCC,MI,687,33375.92868,11739.00728,9968.037846
388 - G.I. OBSTRUCTION W MCC,OH,759,36699.58235,10783.30303,9026.818182
388 - G.I. OBSTRUCTION W MCC,PA,847,51860.00945,11333.5856,9084.068477
388 - G.I. OBSTRUCTION W MCC,IL,962,45151.03534,10936.71206,9369.725572
388 - G.I. OBSTRUCTION W MCC,NY,1033,53506.89061,14559.29816,12503.38238
388 - G.I. OBSTRUCTION W MCC,FL,1369,68165.60555,10347.2374,8834.037254
388 - G.I. OBSTRUCTION W MCC,TX,1386,57241.4632,10872.21284,8966.672439
388 - G.I. OBSTRUCTION W MCC,CA,1762,85717.00114,14898.81158,12996.8916
389 - G.I. OBSTRUCTION W CC,AK,80,35493.425,10903.45,9120.375
389 - G.I. OBSTRUCTION W CC,WY,94,22349.12766,7970.574468,6620.851064
389 - G.I. OBSTRUCTION W CC,VT,95,18095,6207.494737,4700.073684
389 - G.I. OBSTRUCTION W CC,HI,111,22690.81982,9375.702703,6600.90991
389 - G.I. OBSTRUCTION W CC,RI,120,21654.88333,7197.616667,5652.766667
389 - G.I. OBSTRUCTION W CC,DC,132,30818.58333,8458.681818,5980.689394
389 - G.I. OBSTRUCTION W CC,SD,180,26255.73333,6432.855556,4998.433333
389 - G.I. OBSTRUCTION W CC,MT,198,16537.32323,6058.590909,4934.611111
389 - G.I. OBSTRUCTION W CC,DE,203,20403.99015,6959.359606,5307.793103
389 - G.I. OBSTRUCTION W CC,ID,203,20098.83744,6083.916256,4881.384237
389 - G.I. OBSTRUCTION W CC,ND,204,15806.0049,6225.833333,4699.343137
389 - G.I. OBSTRUCTION W CC,NH,232,20317.31466,6568.780172,5386.840517
389 - G.I. OBSTRUCTION W CC,ME,233,18174.08155,6521.098712,5228.630901
